app_id,title,description
2787,Share quality content,"Find and share quality content your audience will love such as breaking news, enticing articles, interesting blogs and cool videos."
2787,Create a compelling banner,"Use one of our optimized, mobile ready banner templates and customize to your brand. Add a related offer to encourage clicks to your store."
2787,Retarget With Every Share,"Add all your tracking pixels to build an ever growing retargeting audience with every website, article or blog you share to maximize ad ROI."
2788,Customization,"You can easily create a custom banner with specific dimensions, animation modes, play interval and add unlimited images"
2788,Responsive,Comes with responsive features so your website banners look just beautiful on mobile devices as on desktops.
2788,Easy to Install,Very straightforward installation procedure so you don’t have to go through any complicated steps when enabling this extension 
2791,France et International,Accès aux offres de transport les plus innovantes et la meilleure expérience de livraison pour vos clients.
2791,Étiquetage,La solution la plus complète d'impression d'étiquettes Chronopost directement depuis votre admin Shopify.
2791,Suivi de Colis,Suivi professionnel avec changement automatique du statut de livraison de vos commandes.
2793,Increase Order Accuracy,Double check that the product actually belongs with the order you're fulfilling.
2793,Multi-device Support,Scan your products with any device that has a camera.
2793,Easy Integration,"No installation needed. Once Boxsy is installed, no more configuration is needed."
2796,Increase conversion,Display popup to new visitors and incentivize them to complete their first purchase
2796,Decrease Cart Abandonment,"Display popup at the right time when customers are abandoning their cart, and decrease cart abandonment."
2796,Design Beautiful Popup,Easily create beautiful popups that convert in seconds. No need to be a designer or a web developer.
2797,Automatic Syncing,No need to re-sync your orders again and again !
2797,SmartSearch,View and search your sales volume across multiple columns in Real Time !
2797,Responsive Design,Our Responsive design allows you to view your report on any device irrespective of the screen size!
2798,More Organi Search Visibility,"Make your contents and sites more visible than ever, by installing structured data."
2798,Automatic Implementation,The app will add JSON-LD structured data to pages and contents automatically.
2798,Develop Search Engine Listing,Helps with prominence on the listings page by improved appearance.
2799,Automate Theme Publishing,Schedule the date and time you'd like your new theme to go live. 
2799,Save Time by Scheduling,Save time by batch scheduling different themes at different times.
2799,Monitor Theme Changes,Monitor your theme changes to stay updated.
2801,Link different color products,Let your visitors browse between different colors of similar products. Each color links to a different product page.
2801,Make it fit your store theme,"Choose between 7 swatch themes and benefit from advanced customization, "
2801,Easy to use & Instant-Install,No programming or coding skills required. App installs instantly and has 100% free trial period.
2802,Automatic shipment shipping,Automatic linkage of shipments makes shipping work more efficient.
2802,WMS can also be used,Equipped with functions that can be used as full-scale WMS.
2802,Warehouse network of 36 bases,Distribution agency can be done in 36 warehouse networks throughout Japan.
2803,Optimize your image,"Compress images using JPEG and PNG compression standard, save a large amount of file size while preserving visual quality."
2803,Speed up your site,"Faster loading speed helps to improve your customers’ shopping experience and SEO results, leading to a higher conversion rate"
